car,varient,km,fuel,transmission,registration,price,location
2013 Skoda Rapid, AMBITION 1.6 TDI CR MT,"1,11,069 km",Diesel,Manual,MH-43,₹2.66 lakh,nagpur
2012 Maruti Swift, VDI,"92,537 km",Diesel,Manual,MH-32,₹2.92 lakh,nagpur
2021 Nissan MAGNITE, XV MT,"58,535 km",Petrol,Manual,MH-49,₹5.70 lakh,nagpur
2016 Mahindra TUV300, T8 AMT,"1,07,277 km",Diesel,Auto,MH-40,₹4.25 lakh,nagpur
2021 Tata ALTROZ, XM PETROL,"84,614 km",Petrol,Manual,MH-40,₹5.23 lakh,nagpur
2014 Chevrolet Sail, 1.2 LT ABS,"1,04,088 km",Petrol,Manual,MH-49,₹1.30 lakh,nagpur
2015 Hyundai i10, MAGNA 1.1,"1,40,280 km",Petrol,Manual,MH-31,₹2.45 lakh,nagpur
2016 Maruti Vitara Brezza, ZDI PLUS,"77,048 km",Diesel,Manual,MH-49,₹6.05 lakh,nagpur
2023 Tata Tiago, XT (O) PETROL,"63,144 km",Petrol,Manual,MH-40,₹5.00 lakh,nagpur
2013 Maruti Swift, ZXI,"67,337 km",Petrol,Manual,MH-01,₹2.67 lakh,nagpur
2021 Maruti S PRESSO, VXI PLUS AMT,"80,500 km",Petrol,Auto,MH-40,₹4.00 lakh,nagpur
2011 Mahindra Scorpio, VLX 2WD BS-III,"1,08,388 km",Diesel,Manual,MH-04,₹2.26 lakh,nagpur
2016 Mahindra TUV300, T6,"1,43,583 km",Diesel,Manual,MH-40,₹4.69 lakh,nagpur
2010 Hyundai i20, SPORTZ 1.2,"78,929 km",Petrol,Manual,MH-12,₹1.46 lakh,nagpur
2012 Honda Brio, V MT,"83,127 km",Petrol,Manual,MH-05,₹1.92 lakh,nagpur
2014 Maruti Wagon R 1.0, LXI,"65,215 km",Petrol,Manual,MH-40,₹2.40 lakh,nagpur
2013 Maruti Ritz, VDI,"1,47,037 km",Diesel,Manual,MH-31,₹2.57 lakh,nagpur
2015 Mahindra TUV300, T6 PLUS,"67,814 km",Diesel,Manual,MH-40,₹4.00 lakh,nagpur
2010 Honda City, 1.5L I-VTEC S MT,"1,10,425 km",Petrol,Manual,HR-26,₹1.26 lakh,nagpur
2012 Honda Brio, V MT,"86,039 km",Petrol,Manual,MH-36,₹1.98 lakh,nagpur
2012 Maruti Ertiga, VDI,"1,49,854 km",Diesel,Manual,MH-48,₹4.00 lakh,nagpur
2011 Skoda Superb, ELEGANCE 1.8 TSI AT,"95,088 km",Petrol,Auto,MH-03,₹2.22 lakh,nagpur
2018 Hyundai NEW SANTRO, SPORTZ AMT,"70,149 km",Petrol,Auto,MH-27,₹3.15 lakh,nagpur
2013 Hyundai i20, MAGNA (O) 1.4 CRDI,"1,53,822 km",Diesel,Manual,MH-31,₹2.50 lakh,nagpur
2013 Maruti Ritz, VDI,"1,25,866 km",Diesel,Manual,MH-40,₹2.52 lakh,nagpur
2015 Maruti Wagon R 1.0, VXI,"1,06,814 km",Petrol,Manual,MH-40,₹2.60 lakh,nagpur
2015 Renault Duster, 85 PS RXL DIESEL,"1,12,253 km",Diesel,Manual,MH-40,₹3.20 lakh,nagpur
2018 Tata Tiago, XM PETROL,"1,16,430 km",Petrol,Manual,TS-03,₹3.03 lakh,nagpur
2017 Mahindra Kuv100, K6 D 6 STR,"1,16,291 km",Diesel,Manual,MH-40,₹3.00 lakh,nagpur
2011 Maruti Swift, ZXI,"64,683 km",Petrol,Manual,JH-09,₹1.89 lakh,nagpur
2021 Renault TRIBER, RXZ,"15,569 km",Petrol,Manual,MH-49,₹5.56 lakh,nagpur
2012 Volkswagen Vento, TRENDLINE DIESEL 1.6,"25,502 km",Diesel,Manual,MH-43,₹1.63 lakh,nagpur
2016 Renault Kwid, RXT 1.0,"75,184 km",Petrol,Manual,MH-43,₹2.50 lakh,nagpur
2014 Hyundai Eon, MAGNA +,"1,16,055 km",Petrol,Manual,MH-49,₹1.85 lakh,nagpur
2010 Chevrolet Spark, LS 1.0,3 km,Petrol,Manual,MH-43,₹0.66 lakh,nagpur
2013 Renault Duster, 110 PS RXL DIESEL,"95,855 km",Diesel,Manual,MH-43,₹2.90 lakh,nagpur
2014 Honda City, 1.5L I-VTEC SV,"77,333 km",Petrol,Manual,MH-49,₹3.43 lakh,nagpur
2011 Nissan Sunny, XL,"56,165 km",Petrol,Manual,MH-01,₹1.10 lakh,nagpur
2019 Ford Ecosport, TITANIUM 1.5L THUNDER EDTION DIESEL,"55,823 km",Diesel,Manual,MH-40,₹7.40 lakh,nagpur
2016 Fiat Linea, EMOTION 1.4 L T JET,"65,850 km",Petrol,Manual,MH-12,₹2.87 lakh,nagpur
2014 Ford Ecosport, TITANIUM 1.5L DIESEL (OPT),"1,17,697 km",Diesel,Manual,CG-04,₹3.51 lakh,nagpur
2011 Hyundai Verna, FLUIDIC 1.6 VTVT EX,"1,38,073 km",Petrol,Manual,MH-31,₹2.50 lakh,nagpur
2023 Maruti Swift, LXI,"47,746 km",Petrol,Manual,MH-40,₹5.43 lakh,nagpur
2014 Maruti Ertiga, VDI,"1,10,257 km",Diesel,Manual,MH-31,₹5.61 lakh,nagpur
2011 Maruti Wagon R 1.0, VXI,"58,869 km",Petrol,Manual,MH-31,₹1.60 lakh,nagpur
2010 Maruti Swift Dzire, VXI 1.3,"1,236 km",Petrol,Manual,MH-31,₹1.27 lakh,nagpur
2014 Volkswagen Vento, HIGHLINE DIESEL 1.6,"91,873 km",Diesel,Manual,MH-40,₹2.50 lakh,nagpur
2012 Chevrolet Beat, LS DIESEL,"1,20,700 km",Diesel,Manual,CG-04,₹0.94 lakh,nagpur
2024 Maruti Grand Vitara, ALPHA SMART HYBRID,"2,922 km",Petrol,Manual,MH-49,₹15.90 lakh,nagpur
2014 Ford Ecosport, TITANIUM 1.5L DIESEL,"1,93,352 km",Diesel,Manual,GJ-05,₹4.29 lakh,nagpur
2022 Maruti Alto K10, VXI,"64,674 km",Petrol,Manual,MH-27,₹3.65 lakh,nagpur
2017 Hyundai Creta, SX PLUS AT 1.6 DIESEL,"1,20,008 km",Diesel,Auto,MH-49,₹6.77 lakh,nagpur
2012 Ford Fiesta, ZXI 1.4 DIESEL,"91,828 km",Diesel,Manual,MH-15,₹1.01 lakh,nagpur
2017 Honda Jazz, 1.2L I-VTEC V,"1,08,750 km",Petrol,Manual,MH-31,₹3.60 lakh,nagpur
2019 Tata NEXON, XZ PETROL,"1,33,737 km",Petrol,Manual,MP-07,₹5.80 lakh,nagpur
2016 Honda Brio, S MT,"61,023 km",Petrol,Manual,MH-20,₹2.90 lakh,nagpur
2016 Volkswagen Polo, COMFORTLINE 1.2L,"62,592 km",Petrol,Manual,MH-49,₹3.47 lakh,nagpur
2019 Renault TRIBER, RXZ,"34,291 km",Petrol,Manual,MH-40,₹4.82 lakh,nagpur
2016 Maruti Vitara Brezza, ZDI,"1,01,464 km",Diesel,Manual,MH-49,₹6.52 lakh,nagpur
2016 Hyundai Elite i20, ASTA 1.2 (O),"46,299 km",Petrol,Manual,MH-49,₹4.63 lakh,nagpur
2012 Fiat Linea, EMOTION 1.3,"2,36,361 km",Diesel,Manual,GJ-16,₹1.49 lakh,nagpur
2012 Maruti Alto K10, VXI,"66,191 km",Petrol,Manual,MH-48,₹1.15 lakh,nagpur
2017 Maruti Dzire, VXI,"73,170 km",Petrol,Manual,MH-34,₹4.69 lakh,nagpur
2018 Hyundai Creta, E PLUS 1.4 DIESEL,"43,136 km",Diesel,Manual,MH-49,₹8.00 lakh,nagpur
2014 Ford Ecosport, TITANIUM 1.5L DIESEL,"1,38,000 km",Diesel,Manual,WB-02,₹3.00 lakh,nagpur
2010 Maruti A Star, VXI,"1,00,210 km",Petrol,Manual,MH-01,₹1.29 lakh,nagpur
2012 Maruti Swift, ZDI,"1,17,054 km",Diesel,Manual,MH-48,₹3.00 lakh,nagpur
2015 Mahindra XUV500, W10,"1,35,174 km",Diesel,Manual,MH-12,₹6.35 lakh,nagpur
2017 Ford New Figo, TREND 1.5L DIESEL,"84,926 km",Diesel,Manual,MH-40,₹3.22 lakh,nagpur
2013 Hyundai Grand i10, SPORTZ 1.2 KAPPA VTVT,"1,14,048 km",Petrol,Manual,MH-30,₹2.40 lakh,nagpur
2015 Maruti Ciaz, ZXI,"73,683 km",Petrol,Manual,MH-30,₹3.95 lakh,nagpur
2016 Renault Kwid, RXT 0.8,"85,635 km",Petrol,Manual,MH-49,₹2.00 lakh,nagpur
2013 Renault Scala, RXZ PETROL AT,"81,725 km",Petrol,Auto,MH-04,₹1.32 lakh,nagpur
2010 Honda Jazz, 1.2L I-VTEC BASE,"1,07,395 km",Petrol,Manual,MH-36,₹1.50 lakh,nagpur
2019 Maruti Baleno, DELTA PETROL 1.2,"50,653 km",Petrol,Manual,MH-49,₹5.00 lakh,nagpur
2021 MG HECTOR PLUS, SHARP 1.5 PETROL TURBO DCT 6-STR,"46,416 km",Petrol,Auto,CG-04,₹8.50 lakh,nagpur
2024 Hyundai Creta, E 1.5 DIESEL,"9,110 km",Diesel,Manual,MH-31,₹12.31 lakh,nagpur
2020 Toyota Glanza, G,"49,393 km",Petrol,Manual,MH-31,₹5.50 lakh,nagpur
2010 Tata Manza, AQUA QUADRAJET,"2,01,650 km",Diesel,Manual,MH-31,₹0.70 lakh,nagpur
2010 Ford Figo, ZXI 1.2 PETROL,"1,01,121 km",Petrol,Manual,MH-04,₹0.86 lakh,nagpur
2012 Maruti Ritz, VXI,"51,204 km",Petrol,Manual,MH-31,₹2.05 lakh,nagpur
2023 Maruti Baleno, DELTA CNG 1.2L,"45,918 km",Petrol,Manual,MH-20,₹7.00 lakh,nagpur
2011 Maruti Wagon R 1.0, LXI,"91,283 km",Petrol,Manual,HR-26,₹1.12 lakh,nagpur
2017 Maruti Wagon R 1.0, VXI,"1,11,468 km",Petrol,Manual,MH-40,₹3.09 lakh,nagpur
2022 Tata NEXON, XZ PLUS DIESEL SUNROOF,"10,802 km",Diesel,Manual,MH-49,₹12.00 lakh,nagpur
2010 Hyundai i10, ERA 1.1,"54,031 km",Petrol,Manual,MH-31,₹1.40 lakh,nagpur
2022 Renault TRIBER, RXT,"48,500 km",Petrol,Manual,MH-40,₹5.50 lakh,nagpur
2015 Mahindra Kuv100, K8 6 STR,"1,08,526 km",Petrol,Manual,MH-33,₹2.47 lakh,nagpur
2013 Tata Indica Vista, LS TDI,"1,79,425 km",Diesel,Manual,MH-34,₹1.12 lakh,nagpur
2022 Toyota Glanza, E,"27,645 km",Petrol,Manual,MH-40,₹5.90 lakh,nagpur
2011 Honda City, 1.5L I-VTEC V MT,"67,157 km",Petrol,Manual,MH-12,₹1.90 lakh,nagpur
2015 Tata Zest, XE PETROL,"80,449 km",Petrol,Manual,MH-36,₹2.47 lakh,nagpur
2020 Mahindra Bolero, B6 (O),"1,25,269 km",Diesel,Manual,MH-40,₹7.68 lakh,nagpur
2011 Skoda Laura, AMBIENTE 2.0 TDI CR MT,"2,85,599 km",Diesel,Manual,MH-31,₹2.24 lakh,nagpur
2010 Hyundai Santro Xing, GL,"75,335 km",Petrol,Manual,MH-31,₹1.15 lakh,nagpur
2010 Maruti Zen Estilo, LXI,"24,822 km",Petrol,Manual,MH-31,₹1.10 lakh,nagpur
2017 Maruti Dzire, VXI,"52,662 km",Petrol,Manual,MH-49,₹4.97 lakh,nagpur
2012 Maruti Ritz, VDI,"88,119 km",Diesel,Manual,MH-43,₹1.59 lakh,nagpur
2013 Mercedes Benz B Class, B180,"1,50,683 km",Diesel,Auto,HR-26,₹4.00 lakh,nagpur
2011 Maruti Swift, VDI,"2,84,003 km",Diesel,Manual,MH-32,₹2.00 lakh,nagpur
2011 Maruti Wagon R 1.0, LXI,"84,728 km",Petrol,Manual,MH-40,₹1.60 lakh,nagpur
2019 Honda Civic, 1.6L I-DTEC ZX MT,"1,30,168 km",Diesel,Manual,MH-33,₹13.00 lakh,nagpur
2015 Hyundai Elite i20, ASTA 1.2 (O),"50,995 km",Petrol,Manual,MH-49,₹3.90 lakh,nagpur
2010 Hyundai i20, SPORTZ 1.2,"10,10,197 km",Petrol,Manual,MH-31,₹1.25 lakh,nagpur
2010 Maruti SX4, VXI,"1,35,910 km",Petrol,Manual,MH-31,₹1.50 lakh,nagpur
2020 Maruti Vitara Brezza, VXI,"1,70,306 km",Petrol,Manual,MH-49,₹6.50 lakh,nagpur
2023 Mahindra XUV300, W4 1.2 PETROL,"12,473 km",Petrol,Manual,23-BH,₹7.24 lakh,nagpur
2015 Maruti Swift, VXI,"48,103 km",Petrol,Manual,MH-02,₹4.00 lakh,nagpur
2011 Chevrolet Cruze, LTZ AT,"79,808 km",Diesel,Auto,MH-43,₹1.80 lakh,nagpur
2018 Mahindra Bolero, POWER PLUS SLX,"91,116 km",Diesel,Manual,MH-36,₹4.07 lakh,nagpur
2012 Mahindra Bolero, SLE BS-III,"61,450 km",Diesel,Manual,MH-34,₹2.36 lakh,nagpur
2012 Honda Brio, S MT,"69,842 km",Petrol,Manual,MH-31,₹1.97 lakh,nagpur
2015 Maruti Swift Dzire, VXI,"1,23,756 km",Petrol,Manual,MH-31,₹3.35 lakh,nagpur
2022 Tata NEXON, XM SUNROOF PETROL,"84,426 km",Petrol,Manual,MH-49,₹8.30 lakh,nagpur
2011 Fiat Linea, EMOTION 1.3,"1,23,457 km",Diesel,Manual,MH-43,₹0.91 lakh,nagpur
2010 Maruti A Star, VXI,"50,056 km",Petrol,Manual,MH-40,₹1.50 lakh,nagpur
2017 Hyundai Grand i10, SPORTZ (O) 1.2 KAPPA VTVT,"1,50,000 km",Petrol,Manual,CG-13,₹3.47 lakh,nagpur
2010 Hyundai i20, MAGNA 1.2,"89,014 km",Petrol,Manual,MH-02,₹1.23 lakh,nagpur
2013 Chevrolet Sail UVA, 1.2 LS,"96,335 km",Petrol,Manual,MH-40,₹0.82 lakh,nagpur
2017 Maruti Celerio, ZXI AMT,"69,067 km",Petrol,Auto,MH-31,₹3.45 lakh,nagpur
2010 Nissan Micra, XV PETROL,"98,000 km",Petrol,Manual,MH-43,₹0.95 lakh,nagpur
2019 Maruti Ciaz, DELTA 1.5 SHVS MT PETROL,"49,302 km",Petrol,Manual,MH-31,₹5.75 lakh,nagpur
2010 Maruti Alto K10, LXI,"1,05,079 km",Petrol,Manual,MH-31,₹1.35 lakh,nagpur
2017 Tata Tiago, XZ PETROL,"1,33,355 km",Petrol,Manual,MH-31,₹3.67 lakh,nagpur
2015 Maruti Celerio, ZXI,"1,08,969 km",Petrol,Manual,CG-10,₹2.45 lakh,nagpur
2014 Hyundai Elite i20, ASTA 1.2,"1,81,173 km",Petrol,Manual,MH-12,₹3.00 lakh,nagpur
2012 Fiat Grand Punto, ACTIVE 1.3,"9,99,999 km",Diesel,Manual,MH-26,₹1.20 lakh,nagpur
2017 Ford Ecosport, TITANIUM 1.5L DIESEL,"1,12,227 km",Diesel,Manual,MH-49,₹4.50 lakh,nagpur
2015 Hyundai Elite i20, MAGNA 1.2,"74,895 km",Petrol,Manual,MH-04,₹3.26 lakh,nagpur
2019 Maruti IGNIS, DELTA 1.2 AMT,"19,202 km",Petrol,Auto,MH-49,₹4.60 lakh,nagpur
2017 Ford Ecosport, TITANIUM 1.5L PETROL,"86,162 km",Petrol,Manual,MH-49,₹4.60 lakh,nagpur
2020 Hyundai AURA, SX PLUS 1.2 AMT,"30,366 km",Petrol,Auto,MH-31,₹6.40 lakh,nagpur
2014 Maruti Ciaz, VXI+,"50,312 km",Petrol,Manual,MH-31,₹3.85 lakh,nagpur
2017 Honda WR-V, 1.5L I-DTEC VX MT,"92,456 km",Diesel,Manual,MH-49,₹5.35 lakh,nagpur
2011 Maruti Swift, VDI,"1,31,333 km",Diesel,Manual,MH-31,₹2.30 lakh,nagpur
2015 Maruti Swift Dzire, VDI,"1,37,827 km",Diesel,Manual,MH-31,₹4.75 lakh,nagpur
2010 Hyundai i20, MAGNA 1.2,"82,696 km",Petrol,Manual,MH-31,₹1.40 lakh,nagpur
2013 Skoda Rapid, AMBITION 1.6 TDI CR MT PLUS,"1,16,770 km",Diesel,Manual,MH-03,₹2.67 lakh,nagpur
2023 CITROEN C3, FEEL 1.2 DUAL TONE,"34,504 km",Petrol,Manual,MH-36,₹5.00 lakh,nagpur
2018 Maruti Celerio, ZXI AMT,"34,700 km",Petrol,Auto,MH-31,₹3.39 lakh,nagpur
2011 Maruti Ritz, VXI,"82,233 km",Petrol,Manual,MH-02,₹1.48 lakh,nagpur
2017 Maruti Wagon R 1.0, VXI,"49,167 km",Petrol,Manual,MH-12,₹3.50 lakh,nagpur
2019 Hyundai NEW SANTRO, MAGNA,"40,761 km",Petrol,Manual,MH-49,₹3.60 lakh,nagpur
2021 Hyundai GRAND I10 NIOS, SPORTZ 1.2 KAPPA VTVT CNG,"75,121 km",Petrol,Manual,MH-49,₹5.96 lakh,nagpur
2020 Honda Amaze, 1.2L I-VTEC E,"30,079 km",Petrol,Manual,MH-03,₹5.00 lakh,nagpur
2020 Maruti Dzire, VXI,"68,344 km",Petrol,Manual,MH-05,₹5.50 lakh,nagpur
2015 Honda City, 1.5L I-VTEC V MT,"58,352 km",Petrol,Manual,MH-43,₹4.48 lakh,nagpur
2017 Hyundai Elite i20, SPORTZ 1.2,"94,825 km",Petrol,Manual,MH-40,₹4.23 lakh,nagpur
2018 Maruti Vitara Brezza, ZDI,"21,018 km",Diesel,Manual,MH-49,₹8.01 lakh,nagpur
2024 Hyundai EXTER, SX(O) CONNECT 1.2 AMT,"10,419 km",Petrol,Auto,MH-49,₹8.50 lakh,nagpur
2015 Maruti Swift Dzire, VDI,"1,20,753 km",Diesel,Manual,GJ-08,₹4.14 lakh,nagpur
2017 Maruti IGNIS, ALPHA 1.2,"84,215 km",Petrol,Manual,MH-01,₹3.41 lakh,nagpur
2013 Ford Ecosport, TITANIUM 1.5L DIESEL,"1,05,522 km",Diesel,Manual,MH-02,₹3.23 lakh,nagpur
2024 Hyundai Creta, SX (O) IVT 1.5 PETROL,"26,595 km",Petrol,Auto,MH-49,₹16.92 lakh,nagpur
2011 Ford Endeavour, 2.5L 4X2 MT,"1,01,224 km",Diesel,Manual,MH-02,₹2.53 lakh,nagpur
2024 Tata NEXON, PURE 1.2 PETROL,"18,000 km",Petrol,Manual,24-BH,₹8.30 lakh,nagpur
2020 Honda Amaze, 1.2L I-VTEC S,"65,596 km",Petrol,Manual,MH-36,₹5.80 lakh,nagpur
2014 Maruti Swift Dzire, VDI,"1,69,108 km",Diesel,Manual,MH-31,₹3.85 lakh,nagpur
2018 Hyundai New Elantra, 1.6 SX (O) MT DIESEL,"93,346 km",Diesel,Manual,MH-31,₹8.00 lakh,nagpur
2012 Tata Indica Vista, LS TDI,"1,14,822 km",Diesel,Manual,MH-32,₹1.10 lakh,nagpur
2021 KIA SONET, HTX 1.5,"91,282 km",Diesel,Manual,MH-32,₹7.49 lakh,nagpur
2014 Maruti Swift Dzire, LDI,"88,536 km",Diesel,Manual,MH-40,₹3.28 lakh,nagpur
2013 Hyundai Verna, FLUIDIC 1.6 CRDI SX,"99,999 km",Diesel,Manual,MH-14,₹3.25 lakh,nagpur
2022 Maruti Baleno, ZETA 1.2 AGS,"26,358 km",Petrol,Auto,MH-49,₹6.75 lakh,nagpur
2019 Tata NEXON, XM DIESEL,"91,142 km",Diesel,Manual,MP-15,₹4.85 lakh,nagpur
2022 Tata NEXON, XZ PLUS (HS) PETROL DUAL TONE,"36,763 km",Petrol,Manual,MH-49,₹9.50 lakh,nagpur
